Price,VIX,S&P500,Gold,Oil
2015-03-11,16.8700008392334,2040.239990234375,1150.699951171875,48.16999816894531
2015-03-12,15.420000076293945,2065.949951171875,1152.0999755859375,47.04999923706055
2015-03-13,16.0,2053.39990234375,1152.5999755859375,44.84000015258789
2015-03-16,15.609999656677246,2081.18994140625,1153.300048828125,43.880001068115234
2015-03-17,15.65999984741211,2074.280029296875,1148.300048828125,43.459999084472656
2015-03-18,13.970000267028809,2099.5,1151.4000244140625,44.65999984741211
2015-03-19,14.069999694824219,2089.27001953125,1169.0999755859375,43.959999084472656
2015-03-20,13.020000457763672,2108.10009765625,1184.800048828125,45.720001220703125
2015-03-23,13.40999984741211,2104.419921875,1188.0,47.45000076293945
2015-03-24,13.619999885559082,2091.5,1191.699951171875,47.5099983215332
2015-03-25,15.4399995803833,2061.050048828125,1197.300048828125,49.209999084472656
2015-03-26,15.800000190734863,2056.14990234375,1205.0999755859375,51.43000030517578
2015-03-27,15.069999694824219,2061.02001953125,1199.800048828125,48.869998931884766
2015-03-30,14.510000228881836,2086.239990234375,1184.800048828125,48.68000030517578
2015-03-31,15.289999961853027,2067.889892578125,1183.0999755859375,47.599998474121094
2015-04-01,15.109999656677246,2059.68994140625,1208.0999755859375,50.09000015258789
2015-04-02,14.670000076293945,2066.9599609375,1200.9000244140625,49.13999938964844
2015-04-06,14.739999771118164,2080.6201171875,1218.5999755859375,52.13999938964844
2015-04-07,14.779999732971191,2076.330078125,1210.5999755859375,53.97999954223633
2015-04-08,13.979999542236328,2081.89990234375,1203.0999755859375,50.41999816894531
2015-04-09,13.09000015258789,2091.179931640625,1193.5999755859375,50.790000915527344
2015-04-10,12.579999923706055,2102.06005859375,1204.5999755859375,51.63999938964844
2015-04-13,13.9399995803833,2092.429931640625,1199.300048828125,51.90999984741211
2015-04-14,13.670000076293945,2095.840087890625,1192.800048828125,53.290000915527344
2015-04-15,12.84000015258789,2106.6298828125,1201.5,56.38999938964844
2015-04-16,12.600000381469727,2104.989990234375,1198.0,56.709999084472656
2015-04-17,13.890000343322754,2081.179931640625,1202.9000244140625,55.7400016784668
2015-04-20,13.300000190734863,2100.39990234375,1193.5,56.380001068115234
2015-04-21,13.25,2097.2900390625,1202.9000244140625,55.2599983215332
2015-04-22,12.710000038146973,2107.9599609375,1186.9000244140625,56.15999984741211
2015-04-23,12.479999542236328,2112.929931640625,1194.4000244140625,57.7400016784668
2015-04-24,12.289999961853027,2117.68994140625,1175.199951171875,57.150001525878906
2015-04-27,13.119999885559082,2108.919921875,1203.300048828125,56.9900016784668
2015-04-28,12.40999984741211,2114.760009765625,1214.0,57.060001373291016
2015-04-29,13.390000343322754,2106.85009765625,1209.800048828125,58.58000183105469
2015-04-30,14.550000190734863,2085.510009765625,1182.4000244140625,59.630001068115234
2015-05-01,12.699999809265137,2108.2900390625,1174.5,59.150001525878906
2015-05-04,12.850000381469727,2114.489990234375,1186.800048828125,58.93000030517578
2015-05-05,14.3100004196167,2089.4599609375,1193.199951171875,60.400001525878906
2015-05-06,15.149999618530273,2080.14990234375,1190.300048828125,60.93000030517578
2015-05-07,15.130000114440918,2088.0,1182.4000244140625,58.939998626708984
2015-05-08,12.859999656677246,2116.10009765625,1189.0999755859375,59.38999938964844
2015-05-11,13.850000381469727,2105.330078125,1183.199951171875,59.25
2015-05-12,13.859999656677246,2099.1201171875,1192.5999755859375,60.75
2015-05-13,13.760000228881836,2098.47998046875,1218.4000244140625,60.5
2015-05-14,12.739999771118164,2121.10009765625,1225.4000244140625,59.880001068115234
2015-05-15,12.380000114440918,2122.72998046875,1225.5,59.689998626708984
2015-05-18,12.729999542236328,2129.199951171875,1227.800048828125,59.43000030517578
2015-05-19,12.850000381469727,2127.830078125,1206.9000244140625,57.2599983215332
2015-05-20,12.880000114440918,2125.85009765625,1208.9000244140625,58.97999954223633
2015-05-21,12.109999656677246,2130.820068359375,1204.4000244140625,60.720001220703125
2015-05-22,12.130000114440918,2126.06005859375,1204.300048828125,59.720001220703125
2015-05-26,14.0600004196167,2104.199951171875,1187.199951171875,58.029998779296875
2015-05-27,13.270000457763672,2123.47998046875,1185.9000244140625,57.5099983215332
2015-05-28,13.3100004196167,2120.7900390625,1188.0999755859375,57.68000030517578
2015-05-29,13.84000015258789,2107.389892578125,1189.4000244140625,60.29999923706055
2015-06-01,13.970000267028809,2111.72998046875,1188.300048828125,60.20000076293945
2015-06-02,14.239999771118164,2109.60009765625,1194.0999755859375,61.2599983215332
2015-06-03,13.65999984741211,2114.070068359375,1184.699951171875,59.63999938964844
2015-06-04,14.710000038146973,2095.840087890625,1174.9000244140625,58.0
2015-06-05,14.210000038146973,2092.830078125,1167.800048828125,59.130001068115234
2015-06-08,15.289999961853027,2079.280029296875,1173.199951171875,58.13999938964844
2015-06-09,14.470000267028809,2080.14990234375,1177.300048828125,60.13999938964844
2015-06-10,13.220000267028809,2105.199951171875,1186.0999755859375,61.43000030517578
2015-06-11,12.850000381469727,2108.860107421875,1179.9000244140625,60.77000045776367
2015-06-12,13.779999732971191,2094.110107421875,1178.800048828125,59.959999084472656
2015-06-15,15.390000343322754,2084.429931640625,1185.300048828125,59.52000045776367
2015-06-16,14.8100004196167,2096.2900390625,1180.5,59.970001220703125
2015-06-17,14.5,2100.43994140625,1176.4000244140625,59.91999816894531
2015-06-18,13.1899995803833,2121.239990234375,1201.5,60.45000076293945
2015-06-19,13.960000038146973,2109.989990234375,1201.5,59.61000061035156
2015-06-22,12.739999771118164,2122.85009765625,1183.699951171875,59.68000030517578
2015-06-23,12.109999656677246,2124.199951171875,1176.199951171875,61.0099983215332
2015-06-24,13.260000228881836,2108.580078125,1172.5999755859375,60.27000045776367
2015-06-25,14.010000228881836,2102.31005859375,1171.5,59.70000076293945
2015-06-26,14.020000457763672,2101.489990234375,1172.9000244140625,59.630001068115234
2015-06-29,18.850000381469727,2057.639892578125,1178.5,58.33000183105469
2015-06-30,18.229999542236328,2063.110107421875,1171.5,59.470001220703125
2015-07-01,16.09000015258789,2077.419921875,1169.0,56.959999084472656
2015-07-02,16.790000915527344,2076.780029296875,1163.0,56.93000030517578
2015-07-06,17.010000228881836,2068.760009765625,1172.9000244140625,52.529998779296875
2015-07-07,16.09000015258789,2081.340087890625,1152.4000244140625,52.33000183105469
2015-07-08,19.65999984741211,2046.6800537109375,1163.300048828125,51.650001525878906
2015-07-09,19.969999313354492,2051.31005859375,1159.0,52.779998779296875
2015-07-10,16.829999923706055,2076.6201171875,1157.699951171875,52.7400016784668
2015-07-13,13.899999618530273,2099.60009765625,1155.199951171875,52.20000076293945
2015-07-14,13.369999885559082,2108.949951171875,1153.300048828125,53.040000915527344
2015-07-15,13.229999542236328,2107.39990234375,1147.199951171875,51.40999984741211
2015-07-16,12.109999656677246,2124.2900390625,1143.800048828125,50.90999984741211
2015-07-17,11.949999809265137,2126.639892578125,1131.800048828125,50.88999938964844
2015-07-20,12.25,2128.280029296875,1106.699951171875,50.150001525878906
2015-07-21,12.220000267028809,2119.2099609375,1103.4000244140625,50.36000061035156
2015-07-22,12.119999885559082,2114.14990234375,1091.4000244140625,49.189998626708984
2015-07-23,12.640000343322754,2102.14990234375,1094.0,48.45000076293945
2015-07-24,13.739999771118164,2079.64990234375,1085.5999755859375,48.13999938964844
2015-07-27,15.600000381469727,2067.639892578125,1096.5,47.38999938964844
2015-07-28,13.4399995803833,2093.25,1096.300048828125,47.97999954223633
2015-07-29,12.5,2108.570068359375,1092.699951171875,48.790000915527344
2015-07-30,12.130000114440918,2108.6298828125,1088.4000244140625,48.52000045776367
2015-07-31,12.119999885559082,2103.840087890625,1094.9000244140625,47.119998931884766
2015-08-03,12.5600004196167,2098.0400390625,1089.4000244140625,45.16999816894531
2015-08-04,13.0,2093.320068359375,1090.699951171875,45.7400016784668
2015-08-05,12.510000228881836,2099.840087890625,1085.699951171875,45.150001525878906
2015-08-06,13.770000457763672,2083.56005859375,1090.199951171875,44.65999984741211
2015-08-07,13.390000343322754,2077.570068359375,1094.0999755859375,43.869998931884766
2015-08-10,12.229999542236328,2104.179931640625,1104.199951171875,44.959999084472656
2015-08-11,13.710000038146973,2084.070068359375,1107.5999755859375,43.08000183105469
2015-08-12,13.609999656677246,2086.050048828125,1123.199951171875,43.29999923706055
2015-08-13,13.489999771118164,2083.389892578125,1115.699951171875,42.22999954223633
2015-08-14,12.829999923706055,2091.5400390625,1112.9000244140625,42.5
2015-08-17,13.020000457763672,2102.43994140625,1118.5999755859375,41.869998931884766
2015-08-18,13.789999961853027,2096.919921875,1117.0999755859375,42.619998931884766
2015-08-19,15.25,2079.610107421875,1128.0999755859375,40.79999923706055
2015-08-20,19.139999389648438,2035.72998046875,1153.0,41.13999938964844
2015-08-21,28.030000686645508,1970.8900146484375,1159.5999755859375,40.45000076293945
2015-08-24,40.7400016784668,1893.2099609375,1153.4000244140625,38.2400016784668
2015-08-25,36.02000045776367,1867.6099853515625,1138.199951171875,39.310001373291016
2015-08-26,30.31999969482422,1940.510009765625,1124.5999755859375,38.599998474121094
2015-08-27,26.100000381469727,1987.6600341796875,1122.4000244140625,42.560001373291016
2015-08-28,26.049999237060547,1988.8699951171875,1133.0999755859375,45.220001220703125
2015-08-31,28.43000030517578,1972.1800537109375,1131.5999755859375,49.20000076293945
2015-09-01,31.399999618530273,1913.8499755859375,1138.699951171875,45.40999984741211
2015-09-02,26.09000015258789,1948.8599853515625,1132.5,46.25
2015-09-03,25.610000610351562,1951.1300048828125,1123.699951171875,46.75
2015-09-04,27.799999237060547,1921.219970703125,1120.5999755859375,46.04999923706055
2015-09-08,24.899999618530273,1969.4100341796875,1120.4000244140625,45.939998626708984
2015-09-09,26.229999542236328,1942.0400390625,1102.199951171875,44.150001525878906
2015-09-10,24.3700008392334,1952.2900390625,1109.5,45.91999816894531
2015-09-11,23.200000762939453,1961.050048828125,1103.5,44.630001068115234
2015-09-14,24.25,1953.030029296875,1107.699951171875,44.0
2015-09-15,22.540000915527344,1978.0899658203125,1102.800048828125,44.59000015258789
2015-09-16,21.350000381469727,1995.31005859375,1119.199951171875,47.150001525878906
2015-09-17,21.139999389648438,1990.199951171875,1117.300048828125,46.900001525878906
2015-09-18,22.280000686645508,1958.030029296875,1138.0999755859375,44.68000030517578
2015-09-21,20.139999389648438,1966.969970703125,1133.0999755859375,46.68000030517578
2015-09-22,22.440000534057617,1942.739990234375,1125.0,45.83000183105469
2015-09-23,22.1299991607666,1938.760009765625,1131.5999755859375,44.47999954223633
2015-09-24,23.469999313354492,1932.239990234375,1153.800048828125,44.90999984741211
2015-09-25,23.6200008392334,1931.3399658203125,1146.0,45.70000076293945
2015-09-28,27.6299991607666,1881.77001953125,1132.0,44.43000030517578
2015-09-29,26.829999923706055,1884.0899658203125,1127.0999755859375,45.22999954223633
2015-09-30,24.5,1920.030029296875,1115.5,45.09000015258789
2015-10-01,22.549999237060547,1923.8199462890625,1114.199951171875,44.7400016784668
2015-10-02,20.940000534057617,1951.3599853515625,1137.0999755859375,45.540000915527344
2015-10-05,19.540000915527344,1987.050048828125,1138.0999755859375,46.2599983215332
2015-10-06,19.399999618530273,1979.9200439453125,1146.800048828125,48.529998779296875
2015-10-07,18.399999618530273,1995.8299560546875,1149.0,47.810001373291016
2015-10-08,17.420000076293945,2013.4300537109375,1144.699951171875,49.43000030517578
2015-10-09,17.079999923706055,2014.8900146484375,1156.300048828125,49.630001068115234
2015-10-12,16.170000076293945,2017.4599609375,1164.9000244140625,47.099998474121094
2015-10-13,17.670000076293945,2003.68994140625,1165.800048828125,46.65999984741211
2015-10-14,18.030000686645508,1994.239990234375,1180.0999755859375,46.63999938964844
2015-10-15,16.049999237060547,2023.8599853515625,1187.9000244140625,46.380001068115234
2015-10-16,15.050000190734863,2033.1099853515625,1183.5999755859375,47.2599983215332
2015-10-19,14.979999542236328,2033.6600341796875,1173.300048828125,45.88999938964844
2015-10-20,15.75,2030.77001953125,1178.0,45.54999923706055
2015-10-21,16.700000762939453,2018.93994140625,1167.5999755859375,45.20000076293945
2015-10-22,14.449999809265137,2052.510009765625,1166.5999755859375,45.380001068115234
2015-10-23,14.460000038146973,2075.14990234375,1163.300048828125,44.599998474121094
2015-10-26,15.289999961853027,2071.179931640625,1167.0,43.97999954223633
2015-10-27,15.430000305175781,2065.889892578125,1166.800048828125,43.20000076293945
2015-10-28,14.329999923706055,2090.35009765625,1177.0999755859375,45.939998626708984
2015-10-29,14.609999656677246,2089.409912109375,1147.199951171875,46.060001373291016
2015-10-30,15.069999694824219,2079.360107421875,1141.5,46.59000015258789
2015-11-02,14.149999618530273,2104.050048828125,1135.800048828125,46.13999938964844
2015-11-03,14.539999961853027,2109.7900390625,1114.199951171875,47.900001525878906
2015-11-04,15.510000228881836,2102.31005859375,1106.5,46.31999969482422
2015-11-05,15.050000190734863,2099.929931640625,1104.4000244140625,45.20000076293945
2015-11-06,14.329999923706055,2099.199951171875,1087.5999755859375,44.290000915527344
2015-11-09,16.520000457763672,2078.580078125,1087.9000244140625,43.869998931884766
2015-11-10,15.289999961853027,2081.719970703125,1088.199951171875,44.209999084472656
2015-11-11,16.059999465942383,2075.0,1084.699951171875,42.93000030517578
2015-11-12,18.3700008392334,2045.969970703125,1080.800048828125,41.75
2015-11-13,20.079999923706055,2023.0400390625,1080.800048828125,40.7400016784668
2015-11-16,18.15999984741211,2053.18994140625,1083.699951171875,41.7400016784668
2015-11-17,18.84000015258789,2050.43994140625,1068.699951171875,40.66999816894531
2015-11-18,16.850000381469727,2083.580078125,1068.800048828125,40.75
2015-11-19,16.989999771118164,2081.239990234375,1078.0,40.540000915527344
2015-11-20,15.470000267028809,2089.169921875,1076.4000244140625,40.38999938964844
2015-11-23,15.619999885559082,2086.590087890625,1066.800048828125,41.75
2015-11-24,15.930000305175781,2089.139892578125,1074.300048828125,42.869998931884766
2015-11-25,15.1899995803833,2088.8701171875,1070.5,43.040000915527344
2015-11-27,15.119999885559082,2090.110107421875,1056.199951171875,41.709999084472656
2015-11-30,16.1299991607666,2080.409912109375,1065.800048828125,41.650001525878906
2015-12-01,14.670000076293945,2102.6298828125,1063.800048828125,41.849998474121094
2015-12-02,15.90999984741211,2079.510009765625,1054.199951171875,39.939998626708984
2015-12-03,18.110000610351562,2049.6201171875,1061.699951171875,41.08000183105469
2015-12-04,14.8100004196167,2091.68994140625,1084.5,39.970001220703125
2015-12-07,15.84000015258789,2077.070068359375,1076.4000244140625,37.650001525878906
2015-12-08,17.600000381469727,2063.590087890625,1076.300048828125,37.5099983215332
2015-12-09,19.610000610351562,2047.6199951171875,1077.5999755859375,37.15999984741211
2015-12-10,19.34000015258789,2052.22998046875,1073.0999755859375,36.7599983215332
2015-12-11,24.389999389648438,2012.3699951171875,1076.9000244140625,35.619998931884766
2015-12-14,22.729999542236328,2021.93994140625,1064.699951171875,36.310001373291016
2015-12-15,20.950000762939453,2043.4100341796875,1062.9000244140625,37.349998474121094
2015-12-16,17.860000610351562,2073.070068359375,1078.0,35.52000045776367
2015-12-17,18.940000534057617,2041.8900146484375,1050.800048828125,34.95000076293945
2015-12-18,20.700000762939453,2005.550048828125,1066.199951171875,34.72999954223633
2015-12-21,18.700000762939453,2021.1500244140625,1081.9000244140625,34.7400016784668
2015-12-22,16.600000381469727,2038.969970703125,1074.800048828125,36.13999938964844
2015-12-23,15.569999694824219,2064.2900390625,1069.4000244140625,37.5
2015-12-24,15.739999771118164,2060.989990234375,1077.199951171875,38.099998474121094
2015-12-28,16.90999984741211,2056.5,1070.5,36.810001373291016
2015-12-29,16.079999923706055,2078.360107421875,1077.5,37.869998931884766
2015-12-30,17.290000915527344,2063.360107421875,1060.0999755859375,36.599998474121094
2015-12-31,18.209999084472656,2043.93994140625,1060.300048828125,37.040000915527344
2016-01-04,20.700000762939453,2012.6600341796875,1075.0999755859375,36.7599983215332
2016-01-05,19.34000015258789,2016.7099609375,1078.4000244140625,35.970001220703125
2016-01-06,20.59000015258789,1990.260009765625,1091.9000244140625,33.970001220703125
2016-01-07,24.989999771118164,1943.0899658203125,1107.699951171875,33.27000045776367
2016-01-08,27.010000228881836,1922.030029296875,1097.800048828125,33.15999984741211
2016-01-11,24.299999237060547,1923.6700439453125,1096.5,31.40999984741211
2016-01-12,22.469999313354492,1938.6800537109375,1085.5999755859375,30.440000534057617
2016-01-13,25.219999313354492,1890.280029296875,1087.5,30.479999542236328
2016-01-14,23.950000762939453,1921.8399658203125,1073.9000244140625,31.200000762939453
2016-01-15,27.020000457763672,1880.3299560546875,1091.5,29.420000076293945
2016-01-19,26.049999237060547,1881.3299560546875,1089.9000244140625,28.459999084472656
2016-01-20,27.59000015258789,1859.3299560546875,1107.0999755859375,26.549999237060547
2016-01-21,26.690000534057617,1868.989990234375,1099.0999755859375,29.530000686645508
2016-01-22,22.34000015258789,1906.9000244140625,1097.199951171875,32.189998626708984
2016-01-25,24.149999618530273,1877.0799560546875,1106.199951171875,30.34000015258789
2016-01-26,22.5,1903.6300048828125,1121.699951171875,31.450000762939453
2016-01-27,23.110000610351562,1882.949951171875,1116.0999755859375,32.29999923706055
2016-01-28,22.420000076293945,1893.3599853515625,1115.5999755859375,33.220001220703125
2016-01-29,20.200000762939453,1940.239990234375,1116.4000244140625,33.619998931884766
2016-02-01,19.979999542236328,1939.3800048828125,1127.9000244140625,31.6200008392334
2016-02-02,21.979999542236328,1903.030029296875,1127.300048828125,29.8799991607666
2016-02-03,21.649999618530273,1912.530029296875,1141.300048828125,32.279998779296875
2016-02-04,21.84000015258789,1915.449951171875,1157.5999755859375,31.719999313354492
2016-02-05,23.3799991607666,1880.050048828125,1157.800048828125,30.889999389648438
2016-02-08,26.0,1853.43994140625,1197.9000244140625,29.690000534057617
2016-02-09,26.540000915527344,1852.2099609375,1198.699951171875,27.940000534057617
2016-02-10,26.290000915527344,1851.8599853515625,1194.699951171875,27.450000762939453
2016-02-11,28.139999389648438,1829.0799560546875,1247.9000244140625,26.209999084472656
2016-02-12,25.399999618530273,1864.780029296875,1239.0999755859375,29.440000534057617
2016-02-16,24.110000610351562,1895.5799560546875,1207.9000244140625,29.040000915527344
2016-02-17,22.309999465942383,1926.8199462890625,1211.0999755859375,30.65999984741211
2016-02-18,21.639999389648438,1917.8299560546875,1226.0999755859375,30.770000457763672
2016-02-19,20.530000686645508,1917.780029296875,1230.4000244140625,29.639999389648438
2016-02-22,19.3799991607666,1945.5,1209.5,31.479999542236328
2016-02-23,20.979999542236328,1921.27001953125,1222.300048828125,31.8700008392334
2016-02-24,20.719999313354492,1929.800048828125,1238.699951171875,32.150001525878906
2016-02-25,19.110000610351562,1951.699951171875,1238.199951171875,33.06999969482422
2016-02-26,19.809999465942383,1948.050048828125,1219.800048828125,32.779998779296875
2016-02-29,20.549999237060547,1932.22998046875,1233.9000244140625,33.75
2016-03-01,17.700000762939453,1978.3499755859375,1230.300048828125,34.400001525878906
2016-03-02,17.09000015258789,1986.449951171875,1241.0999755859375,34.65999984741211
2016-03-03,16.700000762939453,1993.4000244140625,1257.4000244140625,34.56999969482422
2016-03-04,16.860000610351562,1999.989990234375,1269.9000244140625,35.91999816894531
2016-03-07,17.350000381469727,2001.760009765625,1263.199951171875,37.900001525878906
2016-03-08,18.670000076293945,1979.260009765625,1262.0999755859375,36.5
2016-03-09,18.34000015258789,1989.260009765625,1256.5999755859375,38.290000915527344
2016-03-10,18.049999237060547,1989.5699462890625,1272.0,37.84000015258789
2016-03-11,16.5,2022.18994140625,1258.699951171875,38.5
2016-03-14,16.920000076293945,2019.6400146484375,1244.4000244140625,37.18000030517578
2016-03-15,16.84000015258789,2015.9300537109375,1230.4000244140625,36.34000015258789
2016-03-16,14.989999771118164,2027.219970703125,1229.300048828125,38.459999084472656
2016-03-17,14.4399995803833,2040.5899658203125,1264.5,40.20000076293945
2016-03-18,14.020000457763672,2049.580078125,1253.800048828125,39.439998626708984
2016-03-21,13.789999961853027,2051.60009765625,1243.800048828125,39.90999984741211
2016-03-22,14.170000076293945,2049.800048828125,1248.199951171875,41.45000076293945
2016-03-23,14.9399995803833,2036.7099609375,1223.699951171875,39.790000915527344
2016-03-24,14.739999771118164,2035.93994140625,1221.4000244140625,39.459999084472656
2016-03-28,15.239999771118164,2037.050048828125,1219.9000244140625,39.38999938964844
2016-03-29,13.819999694824219,2055.010009765625,1235.5999755859375,38.279998779296875
2016-03-30,13.5600004196167,2063.949951171875,1226.9000244140625,38.31999969482422
2016-03-31,13.949999809265137,2059.739990234375,1234.199951171875,38.34000015258789
2016-04-01,13.100000381469727,2072.780029296875,1222.199951171875,36.790000915527344
2016-04-04,14.119999885559082,2066.1298828125,1218.0,35.70000076293945
2016-04-05,15.420000076293945,2045.1700439453125,1228.4000244140625,35.88999938964844
2016-04-06,14.09000015258789,2066.659912109375,1222.5,37.75
2016-04-07,16.15999984741211,2041.9100341796875,1236.199951171875,37.2599983215332
2016-04-08,15.359999656677246,2047.5999755859375,1242.5,39.720001220703125
2016-04-11,16.260000228881836,2041.989990234375,1256.699951171875,40.36000061035156
2016-04-12,14.850000381469727,2061.719970703125,1259.4000244140625,42.16999816894531
2016-04-13,13.84000015258789,2082.419921875,1246.800048828125,41.7599983215332
2016-04-14,13.720000267028809,2082.780029296875,1225.0,41.5
2016-04-15,13.619999885559082,2080.72998046875,1233.0999755859375,40.36000061035156
2016-04-18,13.350000381469727,2094.340087890625,1233.5999755859375,39.779998779296875
2016-04-19,13.239999771118164,2100.800048828125,1253.0,41.08000183105469
2016-04-20,13.279999732971191,2102.39990234375,1253.199951171875,42.630001068115234
2016-04-21,13.949999809265137,2091.47998046875,1249.0,43.18000030517578
2016-04-22,13.220000267028809,2091.580078125,1228.699951171875,43.72999954223633
2016-04-25,14.079999923706055,2087.7900390625,1238.9000244140625,42.63999938964844
2016-04-26,13.960000038146973,2091.699951171875,1242.199951171875,44.040000915527344
2016-04-27,13.770000457763672,2095.14990234375,1249.199951171875,45.33000183105469
2016-04-28,15.220000267028809,2075.81005859375,1265.5,46.029998779296875
2016-04-29,15.699999809265137,2065.300048828125,1289.199951171875,45.91999816894531
2016-05-02,14.680000305175781,2081.429931640625,1294.699951171875,44.779998779296875
2016-05-03,15.600000381469727,2063.3701171875,1290.699951171875,43.650001525878906
2016-05-04,16.049999237060547,2051.1201171875,1273.300048828125,43.779998779296875
2016-05-05,15.90999984741211,2050.6298828125,1271.4000244140625,44.31999969482422
2016-05-06,14.720000267028809,2057.139892578125,1292.9000244140625,44.65999984741211
2016-05-09,14.569999694824219,2058.68994140625,1265.5999755859375,43.439998626708984
2016-05-10,13.630000114440918,2084.389892578125,1263.9000244140625,44.65999984741211
2016-05-11,14.6899995803833,2064.4599609375,1274.5999755859375,46.22999954223633
2016-05-12,14.40999984741211,2064.110107421875,1270.300048828125,46.70000076293945
2016-05-13,15.039999961853027,2046.6099853515625,1271.9000244140625,46.209999084472656
2016-05-16,14.680000305175781,2066.659912109375,1273.4000244140625,47.720001220703125
2016-05-17,15.569999694824219,2047.2099609375,1276.199951171875,48.310001373291016
2016-05-18,15.949999809265137,2047.6300048828125,1273.699951171875,48.189998626708984
2016-05-19,16.329999923706055,2040.0400390625,1254.199951171875,48.15999984741211
2016-05-20,15.199999809265137,2052.320068359375,1252.4000244140625,47.75
2016-05-23,15.819999694824219,2048.0400390625,1251.0999755859375,48.08000183105469
2016-05-24,14.420000076293945,2076.06005859375,1228.9000244140625,48.619998931884766
2016-05-25,13.899999618530273,2090.5400390625,1223.5,49.560001373291016
2016-05-26,13.430000305175781,2090.10009765625,1220.0999755859375,49.47999954223633
2016-05-27,13.119999885559082,2099.06005859375,1213.800048828125,49.33000183105469
2016-05-31,14.1899995803833,2096.949951171875,1214.800048828125,49.099998474121094
2016-06-01,14.199999809265137,2099.330078125,1211.9000244140625,49.0099983215332
2016-06-02,13.630000114440918,2105.260009765625,1209.800048828125,49.16999816894531
2016-06-03,13.470000267028809,2099.1298828125,1240.0999755859375,48.619998931884766
2016-06-06,13.649999618530273,2109.409912109375,1244.5999755859375,49.689998626708984
2016-06-07,14.050000190734863,2112.1298828125,1244.4000244140625,50.36000061035156
